Year,country,gdppc,unempf,unempm,unemp,export,import,polity,polity2
1992,Bhutan,1903.57,0,0,0,,,-10,-10
1993,Bhutan,1975.97,0,0,0,,,-10,-10
1994,Bhutan,2104.09,0,0,0,,,-10,-10
1995,Bhutan,2263.92,0,0,0,,,-10,-10
1996,Bhutan,2373.65,0,0,0,,,-10,-10
1997,Bhutan,2460.16,0,0,0,,,-10,-10
1998,Bhutan,2544.18,0.014,0.014,0.014,,,-10,-10
1999,Bhutan,2672.88,0.016,0.012,0.014,,,-10,-10
2000,Bhutan,2778.42,0,0,0,152719943.7,281814361.7,-10,-10
2001,Bhutan,2920.77,0.032,0.013,0.019,167958958.3,274228951.4,-10,-10
2002,Bhutan,3139.17,0,0,0,163901662.5,293597650.3,-10,-10
2003,Bhutan,3281.46,0.02,0.016,0.018,187287522.9,315784296.2,-10,-10
2004,Bhutan,3378.96,0.033,0.019,0.025,235127157.3,434310683.6,-10,-10
2005,Bhutan,3527.67,0.033,0.029,0.031,313216150,515281646.2,-5,-5
2006,Bhutan,3683.49,0.038,0.026,0.031,475046548.4,516584426.4,-5,-5
2007,Bhutan,4255.57,0,0,0.037,549963558.1,573076531.9,-5,-5
2008,Bhutan,4371.95,0,0,0,498751715.5,586151420.3,3,3
2009,Bhutan,4584.08,0.053,0.026,0.04,494873850.6,637299288.6,3,3
2010,Bhutan,5030.86,0.04,0.027,0.033,488261553.3,715855639.2,3,3
2011,Bhutan,5365.48,0.045,0.018,0.031,484018282.6,698136416.1,3,3
2012,Bhutan,5773.97,0,0,0,480365585.3,753232261.3,3,3
1980,Bolivia,3767.6,0,0,0.058,1100052186,988818423.7,-7,-7
1981,Bolivia,3689.87,0,0,0.097,1114276213,1070063289,-7,-7
1982,Bolivia,3461.88,0,0,0.11,968063277,800346327.2,8,8
1983,Bolivia,3244.52,0,0,0.142,986498257.6,695048183.1,8,8
1984,Bolivia,3162.57,0,0,0.151,926662177.2,863510678,8,8
1985,Bolivia,3037.16,0.102,0.211,0.186,752986673.6,1042891993,9,9
1986,Bolivia,2890.24,0.11,0.228,0.2,897051720.1,1136167209,9,9
1987,Bolivia,2892.79,0.132,0.227,0.205,906962968.1,1224038204,9,9
1988,Bolivia,2907.95,0,0,0.18,967810261.8,1221885454,9,9
1989,Bolivia,2948.03,0.128,0.222,0.2,1205985475,1225817015,9,9
1990,Bolivia,3012.78,0.123,0.211,0.19,1339469077,1351382652,9,9
1991,Bolivia,3097.28,0.071,0.062,0.066,1437167257,1521512480,9,9
1992,Bolivia,3074.66,0.056,0.055,0.055,1453160165,1672507477,9,9
1993,Bolivia,3131.44,0.053,0.065,0.06,1530244467,1660324851,9,9
1994,Bolivia,3202.49,0.029,0.034,0.031,1761257843,1649622127,9,9
1995,Bolivia,3276.97,0.04,0.033,0.036,1921854429,1796762774,9,9
1996,Bolivia,3344.73,0.056,0.049,0.052,2000048228,1939430472,9,9
1997,Bolivia,3434.94,0.036,0.037,0.037,1957842785,2202011953,9,9
1998,Bolivia,3531.7,0,0,0,2084758574,2693297472,9,9
1999,Bolivia,3473.39,0.051,0.037,0.043,1817809473,2231642956,9,9
2000,Bolivia,3488.05,0.059,0.039,0.048,2091219137,2335858834,9,9
2001,Bolivia,3475.67,0.064,0.046,0.054,2266405307,2218131165,9,9
2002,Bolivia,3491.86,0.068,0.042,0.054,2395437188,2508595655,9,9
2003,Bolivia,3517.55,0,0,0,2686795502,2531549919,8,8
2004,Bolivia,3596.22,0.05,0.036,0.043,3133355573,2669911040,8,8
2005,Bolivia,3688.15,0.065,0.045,0.054,3394561951,3064699812,8,8
2006,Bolivia,3799,0.061,0.046,0.053,3779397787,3222850504,8,8
2007,Bolivia,3907.1,0.06,0.045,0.052,3896149736,3363765636,8,8
2008,Bolivia,4080.85,0.038,0.022,0.029,3980872847,3681124993,8,8
2009,Bolivia,4150.6,0.044,0.026,0.034,3552703743,3305315425,7,7
2010,Bolivia,4252.44,0,0,0,3902738550,3670257152,7,7
2011,Bolivia,4399.75,0,0,0,4132350539,4294576211,7,7
2012,Bolivia,4551.75,0,0,0,4219462265,4859264067,7,7
1994,Bosnia,1254.47,0,0,0,308711784.7,2288777935,-77,0
1995,Bosnia,1574.98,0,0,0,540118051.3,2506928901,-66,
1996,Bosnia,3006.28,0,0,0,1180086359,5556087548,-66,
1997,Bosnia,3982.52,0,0,0,1953642553,6736045500,-66,
1998,Bosnia,4471.24,0,0,0,2406316071,7192432730,-66,
1999,Bosnia,4755.27,0,0,0,2313335677,6970770477,-66,
2000,Bosnia,4909.05,0,0,0,2410257568,6558572924,-66,
2001,Bosnia,5065.61,0,0,0,2428922814,6518361074,-66,
2002,Bosnia,5309.14,0,0,0,2558635999,6393362653,-66,
2003,Bosnia,5524.06,0,0,0,2877634498,6777228279,-66,
2004,Bosnia,5874.68,0,0,0,3029613208,7275268151,-66,
2005,Bosnia,6179.38,0,0,0,3519198702,7847831755,-66,
2006,Bosnia,6570.41,0.357,0.295,0.318,3999921245,7012037673,-66,
2007,Bosnia,7031.48,0.337,0.274,0.297,4503111338,8176035926,-66,
2008,Bosnia,7426.91,0.271,0.218,0.239,4692242014,8020691244,-66,
2009,Bosnia,7225.3,0.257,0.23,0.241,4527595585,7661080403,-66,
2010,Bosnia,7290.1,0.3,0.256,0.272,5040716843,9766266710,-66,
2011,Bosnia,7397.58,0.299,0.26,0.276,5678073497,10541785299,-66,
2012,Bosnia,7356.15,0,0,0,5673019604,10808500244,-66,
1980,Botswana,3428.03,0,0,0,1028503072,1093037030,6,6
1981,Botswana,3605.79,0,0,0,1066030291,1145607744,6,6
1982,Botswana,3905.03,0,0,0,1311523181,1139559560,6,6
1983,Botswana,4270.11,0,0,0,1770658361,1132158828,6,6
1984,Botswana,4482.37,0,0,0,1909246214,1250723654,6,6
1985,Botswana,4645.9,0.308,0.197,0.257,2077391646,1346065494,6,6
1986,Botswana,4865.11,0,0,0,2273304982,1372835727,6,6
1987,Botswana,5272.84,0,0,0,2676568789,1557854019,7,7
1988,Botswana,6105.46,0,0,0,3083048415,1949761041,7,7
1989,Botswana,6696,0,0,0,2975779851,2392988309,7,7
1990,Botswana,6940.42,0,0,0,2968031304,2643538286,7,7
1991,Botswana,7245.52,0.172,0.117,0.138,3072161862,2494856470,7,7
1992,Botswana,7250.44,0,0,0,2930878709,2151741021,7,7
1993,Botswana,7191.88,0,0,0,2904582696,2092227242,7,7
1994,Botswana,7261.93,0.228,0.197,0.212,3103409113,2199341430,7,7
1995,Botswana,7396.98,0,0,0,3325528937,2235678519,7,7
1996,Botswana,7626.87,0.239,0.194,0.215,3688952007,2429221119,7,7
1997,Botswana,8218.16,0,0,0,4024275651,2911947458,8,8
1998,Botswana,8900.21,0.235,0.184,0.208,3735223627,3300263756,8,8
1999,Botswana,9173.38,0,0,0,4260492430,3455965468,8,8
2000,Botswana,9544.79,0.172,0.147,0.158,4296900180,3389958761,8,8
2001,Botswana,9728.03,0.222,0.157,0.186,4144021935,3342922720,8,8
2002,Botswana,10454.24,0,0,0,4458914170,3389034113,8,8
2003,Botswana,10967.02,0.263,0.214,0.238,4158591679,3153718886,8,8
2004,Botswana,11483.89,0,0,0,4456593871,3715978969,8,8
2005,Botswana,11541.4,0,0,0,5255956381,3533707932,8,8
2006,Botswana,12005.25,0.199,0.153,0.176,5410785910,3528457804,8,8
2007,Botswana,12940.44,0,0,0,5869772476,4409061463,8,8
2008,Botswana,13290.58,0,0,0,5724193149,5182412000,8,8
2009,Botswana,12130.6,0,0,0,3567832216,4618382843,8,8
2010,Botswana,12998.75,0,0,0,4139463196,4917738690,8,8
2011,Botswana,13917.32,0,0,0,5279746997,5863100604,8,8
2012,Botswana,14639.47,0,0,0,,,8,8
1980,Brazil,7564.89,0,0,0,20945747653,36813847156,-4,-4
1981,Brazil,7065.94,0.044,0.042,0.043,25411434159,32264714522,-4,-4
1982,Brazil,6944.5,0.04,0.039,0.039,23075849044,30318845039,-3,-3
1983,Brazil,6557.05,0.048,0.049,0.049,26383093393,25033422962,-3,-3
1984,Brazil,6752,0.046,0.041,0.043,32175399117,24297133520,-3,-3
1985,Brazil,7135.55,0.039,0.032,0.034,34436269838,24297133520,7,7
1986,Brazil,7550.35,0.027,0.022,0.024,30792721899,31265493042,7,7
1987,Brazil,7670.72,0.04,0.033,0.036,36715795422,30345096219,7,7
1988,Brazil,7520.41,0.043,0.035,0.038,41517837583,30003272717,8,8
1989,Brazil,7628.36,0.03,0.03,0.03,43629233576,32685429488,8,8
1990,Brazil,7174.98,0.035,0.038,0.037,41481866255,35975667104,8,8
1991,Brazil,7163.55,0,0,0,44210330554,39598541064,8,8
1992,Brazil,7017.37,0.079,0.054,0.064,51524970788,41391534612,8,8
1993,Brazil,7231.85,0.073,0.052,0.06,57543790989,52475494731,8,8
1994,Brazil,7501.92,0,0,0,59851054261,63152987957,8,8
1995,Brazil,7714.33,0.072,0.051,0.06,58635450070,82531944544,8,8
1996,Brazil,7760.28,0.086,0.055,0.068,58389181180,87149606841,8,8
1997,Brazil,7900.45,0.098,0.062,0.077,64824421825,99867779495,8,8
1998,Brazil,7784.48,0.115,0.071,0.089,68005394991,99810007134,8,8
1999,Brazil,7689.4,0.121,0.078,0.096,71887061786,84747927255,8,8
2000,Brazil,7905.65,0,0,0,81130940490,93896593308,8,8
2001,Brazil,7898.11,0.119,0.075,0.093,89282733936,95322332650,8,8
2002,Brazil,7998.26,0.115,0.073,0.091,95905608021,84052595622,8,8
2003,Brazil,7984.97,0.123,0.078,0.097,1.06E+11,82690818537,8,8
2004,Brazil,8337.67,0.117,0.068,0.089,1.22E+11,93692326745,8,8
2005,Brazil,8502.32,0.122,0.071,0.093,1.33E+11,1.02E+11,8,8
2006,Brazil,8745.05,0.11,0.063,0.084,1.40E+11,1.20E+11,8,8
2007,Brazil,9187.14,0.108,0.06,0.081,1.49E+11,1.44E+11,8,8
2008,Brazil,9572.94,0.096,0.052,0.071,1.50E+11,1.66E+11,8,8
2009,Brazil,9456.43,0.11,0.061,0.083,1.36E+11,1.54E+11,8,8
2010,Brazil,10079.29,0,0,0,1.52E+11,2.09E+11,8,8
2011,Brazil,10264.01,0,0,0,1.59E+11,2.29E+11,8,8
2012,Brazil,10263.89,0,0,0,1.74E+11,2.51E+11,8,8
1980,Bulgaria,5826.95,0,0,0,35104743876,45368412540,-7,-7
1981,Bulgaria,6092.14,0,0,0,37177670362,48777965969,-7,-7
1982,Bulgaria,6215.95,0,0,0,36431761712,48058173945,-7,-7
1983,Bulgaria,6413.16,0,0,0,38771332084,50642146393,-7,-7
1984,Bulgaria,6615.48,0,0,0,42358849153,55480668087,-7,-7
1985,Bulgaria,6793.1,0,0,0,47687877616,61579893614,-7,-7
1986,Bulgaria,7080.81,0,0,0,48000753000,63224994407,-7,-7
1987,Bulgaria,7498.47,0,0,0,52939350473,68072803941,-7,-7
1988,Bulgaria,8309.82,0,0,0,46190689317,59567829975,-7,-7
1989,Bulgaria,8131.01,0,0,0,39709202018,51821131217,-7,-7
1990,Bulgaria,7524.18,0,0,0,11374758255,15803570388,8,8
1991,Bulgaria,6957.3,0,0,0,6196984764,5349856181,8,8
1992,Bulgaria,6520.99,0,0,0,6550341763,6445801819,8,8
1993,Bulgaria,6475.92,0.22,0.209,0.214,6707346618,7045201875,8,8
1994,Bulgaria,6616.08,0.199,0.2,0.2,6893029598,6120648811,8,8
1995,Bulgaria,6835.69,0.158,0.155,0.157,8462175485,7675600386,8,8
1996,Bulgaria,6250.58,0.134,0.135,0.135,8378920702,7138081113,8,8
1997,Bulgaria,6185.26,0.135,0.139,0.137,9615596227,7542755166,8,8
1998,Bulgaria,6529.38,0.118,0.126,0.122,12291585367,11203809413,8,8
1999,Bulgaria,6695.05,0.141,0.14,0.141,11720113457,11846159076,8,8
2000,Bulgaria,7111.71,0.158,0.166,0.162,9856615417,10720773964,8,8
2001,Bulgaria,7548.89,0.189,0.209,0.199,10448012342,12253844641,9,9
2002,Bulgaria,8056.19,0.174,0.188,0.181,11471917552,13087106077,9,9
2003,Bulgaria,8548.07,0.132,0.142,0.137,12687940812,15272652791,9,9
2004,Bulgaria,9170.48,0.116,0.124,0.12,14197805769,17395551529,9,9
2005,Bulgaria,9809.41,0.098,0.103,0.101,11713189759,16073489613,9,9
2006,Bulgaria,10502.49,0.093,0.086,0.089,17651776967,23740544159,9,9
2007,Bulgaria,11231.92,0.073,0.065,0.069,18728535362,26019636398,9,9
2008,Bulgaria,11985.21,0.058,0.055,0.056,19290391423,27112461127,9,9
2009,Bulgaria,11383.15,0.066,0.07,0.068,17129867584,21418844290,9,9
2010,Bulgaria,11505.81,0.095,0.109,0.102,19647958118,21932896553,9,9
2011,Bulgaria,12009.33,0.1,0.123,0.112,22162896758,23797192760,9,9
2012,Bulgaria,12177.82,0,0,0,22746474015,24669484146,9,9
1980,Burkina Faso,648.26,0,0,0,289543589.8,873773584.4,-7,-7
1981,Burkina Faso,660.14,0,0,0,327642384.1,937196943.6,-7,-7
1982,Burkina Faso,705.78,0,0,0,281924972.9,916054371.3,-7,-7
1983,Burkina Faso,690.6,0,0,0,220968884.6,798613395.1,-7,-7
1984,Burkina Faso,661.17,0,0,0,251445517.3,743804469.7,-7,-7
1985,Burkina Faso,699.23,0.006,0.019,0.013,248723192.4,928381543.7,-7,-7
1986,Burkina Faso,735.55,0,0,0,261295834.4,985578870.3,-7,-7
1987,Burkina Faso,714.94,0,0,0,327744520.6,958478515.5,-7,-7
1988,Burkina Faso,736.8,0,0,0,317257739.2,982473609,-7,-7
1989,Burkina Faso,733.03,0,0,0,259814154.2,864450045.4,-7,-7
1990,Burkina Faso,709.5,0,0,0,329719499.8,912590384.5,-7,-7
1991,Burkina Faso,753.41,0,0,0,328357148.8,904732841.5,-5,-5
1992,Burkina Faso,735.09,0,0,0,286101809.5,795921439.9,-5,-5
1993,Burkina Faso,740.21,0,0,0,305722572.6,845662712.4,-5,-5
1994,Burkina Faso,729.76,0,0,0.026,422507843.4,722723494.5,-5,-5
1995,Burkina Faso,750.58,0,0,0,422085628.2,810699423,-5,-5
1996,Burkina Faso,810.55,0,0,0,343115771.5,904413925.2,-5,-5
1997,Burkina Faso,838.12,0,0,0,367409344.7,914316210.8,-4,-4
1998,Burkina Faso,874.54,0.026,0.023,0.024,498501668.3,1113608858,-4,-4
1999,Burkina Faso,913.14,0,0,0,457757767.1,1011094688,-4,-4
2000,Burkina Faso,903.89,0,0,0,453397140,965431969.9,-3,-3
2001,Burkina Faso,936.14,0,0,0,412306733.1,962643442.9,0,0
2002,Burkina Faso,956.25,0,0,0,411269254.6,965001323.8,0,0
2003,Burkina Faso,1001.33,0,0,0.028,411026689.5,1066294427,0,0
2004,Burkina Faso,1016.06,0,0,0,517501975.6,1277603877,0,0
2005,Burkina Faso,1072.18,0,0,0.027,532286174.7,1408926795,0,0
2006,Burkina Faso,1111.59,0.017,0.029,0.023,662297770.1,1424152665,0,0
2007,Burkina Faso,1118.28,0,0,0.033,695152501,1467994261,0,0
2008,Burkina Faso,1148.87,0,0,0,743532651.2,1756736650,0,0
2009,Burkina Faso,1148.82,0,0,0,889452763.7,1772351828,0,0
2010,Burkina Faso,1204.5,0,0,0,1435671514,1822970393,0,0
2011,Burkina Faso,1219.51,0,0,0,1900383316,2175311619,0,0
2012,Burkina Faso,1303.98,0,0,0,,,0,0
1980,Burundi,604.81,0,0,0,,,-7,-7
1981,Burundi,660.26,0,0,0,,,-7,-7
1982,Burundi,635.38,0,0,0,,,-7,-7
1983,Burundi,640.25,0,0,0,,,-7,-7
1984,Burundi,622.13,0,0,0,,,-7,-7
1985,Burundi,673.68,0,0,0,,,-7,-7
1986,Burundi,672.82,0,0,0,,,-7,-7
1987,Burundi,686.07,0,0,0,,,-7,-7
1988,Burundi,696.82,0,0,0,,,-7,-7
1989,Burundi,684.39,0,0,0,,,-7,-7
1990,Burundi,688.56,0.003,0.007,0.005,,,-7,-7
1991,Burundi,704.88,0,0,0,,,-7,-7
1992,Burundi,695.91,0,0,0,,,-88,-3
1993,Burundi,639.33,0,0,0,,,-77,0
1994,Burundi,603.91,0,0,0,,,-77,0
1995,Burundi,547.35,0,0,0,,,-77,0
1996,Burundi,496.8,0,0,0,,,-5,-5
1997,Burundi,483.13,0,0,0,,,-5,-5
1998,Burundi,499.95,0,0,0,,,-1,-1
1999,Burundi,487.52,0,0,0,,,-1,-1
2000,Burundi,474,0,0,0,45020215.58,94239584.27,-1,-1
2001,Burundi,472.07,0,0,0,56456960.25,110370182,-88,0
2002,Burundi,479.16,0,0,0,54117283.98,129279317.6,-88,2
2003,Burundi,458.54,0,0,0,86772524.27,181753253.5,-88,3
2004,Burundi,464.93,0,0,0,78358671.99,231065652.8,-88,5
2005,Burundi,453.44,0,0,0,91642781.86,373658351.7,6,6
2006,Burundi,461.68,0,0,0,75879573.65,398525953.9,6,6
2007,Burundi,467.18,0,0,0,91633858.12,326743476.4,6,6
2008,Burundi,473.92,0,0,0,136433800.7,438101177.5,6,6
2009,Burundi,473.75,0,0,0,116312454,590170280,6,6
2010,Burundi,475.38,0,0,0,139836392.4,745923272.4,6,6
2011,Burundi,479.34,0,0,0,142281436.5,637160895.4,6,6
2012,Burundi,482.88,0,0,0,,,6,6
1993,Cambodia,773.92,0,0,0,347899401.2,714700129.7,1,1
1994,Cambodia,815.77,0,0,0,604516176.8,952057978.3,1,1
1995,Cambodia,841.01,0,0,0,869081669.7,1290289038,1,1
1996,Cambodia,860.83,0,0,0,717273140.7,1289117697,1,1
1997,Cambodia,884.85,0,0,0,976244084,1363748603,-7,-7
1998,Cambodia,906.16,0.032,0.029,0.03,947342046.5,1341632578,2,2
1999,Cambodia,990.75,0,0,0,1416990921,1845660759,2,2
2000,Cambodia,1054.48,0.028,0.022,0.025,1846275390,2283481462,2,2
2001,Cambodia,1116.43,0.02,0.014,0.017,2154437461,2501638655,2,2
2002,Cambodia,1168.91,0,0,0,2435301578,2883259817,2,2
2003,Cambodia,1246.27,0,0,0,2705223408,3256550875,2,2
2004,Cambodia,1352.66,0,0,0,3464955663,3902135395,2,2
2005,Cambodia,1508.14,0,0,0,4032880210,4578016313,2,2
2006,Cambodia,1646.1,0,0,0,4806598832,5308303451,2,2
2007,Cambodia,1788.84,0,0,0,5294311089,5948537513,2,2
2008,Cambodia,1882.09,0.018,0.015,0.017,6123147228,7293133022,2,2
2009,Cambodia,1856.59,0.001,0.002,0.001,5519059759,6552143707,2,2
2010,Cambodia,1937.07,0.003,0.004,0.004,6653844835,7654283087,2,2
2011,Cambodia,2039.81,0.001,0.003,0.002,7910388701,8905734119,2,2
2012,Cambodia,2149.83,0,0,0,,,2,2
1980,Cameroon,2046.63,0,0,0,1683875850,1406764013,-8,-8
1981,Cameroon,2326.19,0,0,0,2145236220,2110736317,-8,-8
1982,Cameroon,2427.3,0,0,0,1806346714,1931162577,-7,-7
1983,Cameroon,2517.01,0,0,0,2160050405,1964619055,-8,-8
1984,Cameroon,2624.5,0,0,0,3116392398,2486840046,-8,-8
1985,Cameroon,2751.33,0,0,0,3394135644,2662813092,-8,-8
1986,Cameroon,2849.7,0,0,0,2924005836,3112828517,-8,-8
1987,Cameroon,2705.1,0,0,0,2572160232,3038120442,-8,-8
1988,Cameroon,2419.15,0,0,0,2690473342,2418343969,-8,-8
1989,Cameroon,2304.89,0,0,0,3313916274,2026572173,-8,-8
1990,Cameroon,2100.8,0,0,0,2988273043,2231256073,-8,-8
1991,Cameroon,1962.26,0,0,0,2865753769,2307118837,-8,-8
1992,Cameroon,1846.98,0,0,0,3017638739,1859537730,-4,-4
1993,Cameroon,1737.32,0,0,0,2519728264,1874413996,-4,-4
1994,Cameroon,1646.66,0,0,0,2396261565,1915651135,-4,-4
1995,Cameroon,1654.27,0,0,0,2480130880,1936723255,-4,-4
1996,Cameroon,1689.99,0.065,0.095,0.081,2752945324,2225294916,-4,-4
1997,Cameroon,1728.78,0,0,0,3141110490,2592468596,-4,-4
1998,Cameroon,1768.01,0,0,0,3489773688,2934674525,-4,-4
1999,Cameroon,1797.42,0,0,0,3939954523,3019780107,-4,-4
2000,Cameroon,1824.22,0,0,0,3742956839,3505964640,-4,-4
2001,Cameroon,1857.28,0.067,0.082,0.075,3742338841,3998036330,-4,-4
2002,Cameroon,1882.06,0,0,0,3676734332,3693904688,-4,-4
2003,Cameroon,1907.76,0,0,0,3672757814,3826870152,-4,-4
2004,Cameroon,1927.83,0,0,0,4001775590,4295655531,-4,-4
2005,Cameroon,1921.79,0.046,0.042,0.044,4058260279,4377806970,-4,-4
2006,Cameroon,1933.17,0,0,0,4111571958,4478663186,-4,-4
2007,Cameroon,1947.74,0.033,0.025,0.029,4403934179,5037417408,-4,-4
2008,Cameroon,1946.86,0,0,0,4414645202,5821614936,-4,-4
2009,Cameroon,1935.05,0,0,0,3923091675,5633860658,-4,-4
2010,Cameroon,1948.47,0.045,0.031,0.038,3876441867,6102383781,-4,-4
2011,Cameroon,1977.36,0,0,0,4321178963,7014408296,-4,-4
2012,Cameroon,2018.46,0,0,0,,,-4,-4
1980,Canada,23070.4,0.083,0.07,0.075,1.15E+11,1.03E+11,10,10
1981,Canada,23584.17,0.083,0.072,0.076,1.17E+11,1.06E+11,10,10
1982,Canada,22635.37,0.107,0.112,0.11,1.15E+11,88959410910,10,10
1983,Canada,23018.56,0.116,0.123,0.12,1.22E+11,97815904973,10,10
1984,Canada,24123.84,0.113,0.114,0.113,1.45E+11,1.15E+11,10,10
1985,Canada,25043.13,0.107,0.106,0.106,1.52E+11,1.24E+11,10,10
1986,Canada,25392.92,0.099,0.096,0.097,1.58E+11,1.33E+11,10,10
1987,Canada,26127.94,0.092,0.085,0.088,1.63E+11,1.40E+11,10,10
1988,Canada,27075.83,0.082,0.074,0.078,1.78E+11,1.59E+11,10,10
1989,Canada,27293.88,0.078,0.074,0.075,1.79E+11,1.68E+11,10,10
1990,Canada,26941.15,0.081,0.082,0.081,1.88E+11,1.72E+11,10,10
1991,Canada,26021.06,0.097,0.108,0.103,1.91E+11,1.76E+11,10,10
1992,Canada,25928.58,0.102,0.12,0.112,2.05E+11,1.84E+11,10,10
1993,Canada,26246.13,0.107,0.119,0.114,2.27E+11,1.98E+11,10,10
1994,Canada,27243.91,0.098,0.109,0.104,2.56E+11,2.14E+11,10,10
1995,Canada,27778.04,0.091,0.098,0.095,2.77E+11,2.26E+11,10,10
1996,Canada,27925.28,0.093,0.099,0.096,2.93E+11,2.37E+11,10,10
1997,Canada,28799.35,0.089,0.092,0.091,3.17E+11,2.71E+11,10,10
1998,Canada,29721,0.08,0.085,0.083,3.46E+11,2.85E+11,10,10
1999,Canada,31106.66,0.073,0.078,0.076,3.83E+11,3.07E+11,10,10
2000,Canada,32446.79,0.067,0.069,0.068,4.17E+11,3.32E+11,10,10
2001,Canada,32693.85,0.069,0.075,0.072,4.05E+11,3.15E+11,10,10
2002,Canada,33349.46,0.071,0.081,0.077,4.10E+11,3.21E+11,10,10
2003,Canada,33639.98,0.072,0.079,0.076,4.01E+11,3.34E+11,10,10
2004,Canada,34343.67,0.069,0.075,0.072,4.21E+11,3.61E+11,10,10
2005,Canada,35033.42,0.065,0.07,0.067,4.29E+11,3.86E+11,10,10
2006,Canada,35730.42,0.061,0.065,0.063,4.31E+11,4.05E+11,10,10
2007,Canada,36126.74,0.056,0.064,0.06,4.36E+11,4.29E+11,10,10
2008,Canada,35949.61,0.056,0.065,0.061,4.16E+11,4.36E+11,10,10
2009,Canada,34529.74,0.07,0.094,0.083,3.59E+11,3.77E+11,10,10
2010,Canada,35222.5,0.072,0.087,0.08,3.82E+11,4.27E+11,10,10
2011,Canada,35738.7,0.07,0.078,0.074,3.99E+11,4.57E+11,10,10
2012,Canada,35936.26,0,0,0,,,10,10
1980,Cape Verde,987.89,0,0,0,97752320.87,135642234.3,-4,-4
1981,Cape Verde,1061.39,0,0,0,120607254.5,134801994.4,-4,-4
1982,Cape Verde,1071.45,0,0,0,129540375.7,161466790.4,-4,-4
1983,Cape Verde,1146.24,0,0,0,156874191.9,172697902.2,-4,-4
1984,Cape Verde,1162.66,0,0,0,147014118.6,178878691.4,-4,-4
1985,Cape Verde,1239.66,0,0,0,169441289.9,188360544.1,-3,-3
1986,Cape Verde,1257.96,0,0,0,150731744.4,220026632.1,-3,-3
1987,Cape Verde,1298.74,0,0,0,165513188.9,212534398.9,-3,-3
1988,Cape Verde,1363.86,0,0,0,163097183,202860620.3,-3,-3
1989,Cape Verde,1424.7,0,0,0,195286853.6,225797948.6,-3,-3
1990,Cape Verde,1411.12,0.226,0.233,0.23,171242199.6,231107252.6,-2,-2
1991,Cape Verde,1400.37,0,0,0,149959968.9,226323010.4,8,8
1992,Cape Verde,1406.89,0,0,0,169496287.9,264302593.6,8,8
1993,Cape Verde,1469.01,0,0,0,192538154.7,269158918.4,8,8
1994,Cape Verde,1528.85,0,0,0,212878206.1,325575376.6,8,8
1995,Cape Verde,1602.36,0,0,0,216297199.7,323439761.7,8,8
1996,Cape Verde,1670.67,0,0,0,247957126.2,359158449.1,8,8
1997,Cape Verde,1760.52,0,0,0,303605105.8,375020770.6,8,8
1998,Cape Verde,1871.13,0,0,0,312641210.6,381493355.2,8,8
1999,Cape Verde,2053.34,0,0,0,357500862.5,463271545.7,8,8
2000,Cape Verde,2161.45,0,0,0,392821513.4,452265227.4,8,8
2001,Cape Verde,2251.43,0,0,0,364370405.9,456443036.8,10,10
2002,Cape Verde,2327.37,0,0,0,425150832.9,538304705.1,10,10
2003,Cape Verde,2395.67,0,0,0,314294527.5,548344789.5,10,10
2004,Cape Verde,2463.19,0,0,0,319486462.6,669321590.4,10,10
2005,Cape Verde,2596,0,0,0,367187236.8,647010837.1,10,10
2006,Cape Verde,2839.76,0,0,0,472401709.4,772108064.6,10,10
2007,Cape Verde,3074.07,0,0,0,546070989.8,954561750.2,10,10
2008,Cape Verde,3258.27,0,0,0,564932472.2,1059167372,10,10
2009,Cape Verde,3371.84,0,0,0,603579517.5,1011993347,10,10
2010,Cape Verde,3533.78,0,0,0,749500954.2,981579619.5,10,10
2011,Cape Verde,3689.73,0,0,0,,,10,10
2012,Cape Verde,3818.17,0,0,0,,,10,10
1980,Central African Republic,993.71,0,0,0,,,-7,-7
1981,Central African Republic,950.78,0,0,0,,,-7,-7
1982,Central African Republic,993.95,0,0,0,,,-7,-7
1983,Central African Republic,886.24,0,0,0,,,-7,-7
1984,Central African Republic,943.12,0,0,0,,,-7,-7
1985,Central African Republic,955.1,0,0,0,,,-7,-7
1986,Central African Republic,966.71,0,0,0,,,-7,-7
1987,Central African Republic,900.02,0,0,0,,,-7,-7
1988,Central African Republic,897.58,0,0,0,,,-7,-7
1989,Central African Republic,897.21,0,0,0,,,-7,-7
1990,Central African Republic,859.49,0,0,0,,,-7,-7
1991,Central African Republic,835.59,0,0,0,,,-6,-6
1992,Central African Republic,763.66,0,0,0,,,-6,-6
1993,Central African Republic,747.99,0,0,0,,,5,5
1994,Central African Republic,766.14,0,0,0,,,5,5
1995,Central African Republic,802.48,0,0,0,,,5,5
1996,Central African Republic,753.22,0,0,0,,,5,5
1997,Central African Republic,775.91,0,0,0,,,5,5
1998,Central African Republic,795.33,0,0,0,,,5,5
1999,Central African Republic,807.48,0,0,0,,,5,5
2000,Central African Republic,772.41,0,0,0,239675904.9,397380107.7,5,5
2001,Central African Republic,763.25,0,0,0,223298233.3,341986450.3,5,5
2002,Central African Republic,745.95,0,0,0,232122880.5,327575412.1,5,5
2003,Central African Republic,681.7,0,0,0,170891928.5,252638095.2,-1,-1
2004,Central African Republic,677.2,0,0,0,179205111.9,268344446.6,-1,-1
2005,Central African Republic,681.67,0,0,0,171828849.3,280456748,-1,-1
